segment_id,lat_center,lon_center,lat_mean,lon_mean,lat_bin,lon_bin,police_station,junction_name,junction_bucket,road_class,road_width_m,event_count,map_matching_mode,representative_location,road_name,osm_highway,geometry_wkt,segment_total_events,segment_event_rate,segment_rank_pct
osm_way_1251167008,12.96233688664884,77.71339221004843,12.961406872727274,77.71357870909091,12961,77713,HAL Old Airport,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"60 Feet Road, Periwinkle Residency Block D, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",Arvind Avenue,tertiary,"LINESTRING (77.7137076 12.9605298, 77.7135144 12.9616772, 77.7133288 12.9627065, 77.7133166 12.9627742, 77.7133068 12.9628288, 77.713244 12.9631795, 77.7131671 12.9635849, 77.7130832 12.9640272, 77.7130603 12.964141)",10.0,0.0032061558191728116,0.11810012836970475
osm_way_1203406074,12.957159827505802,77.56970337349446,12.957132118181818,77.56941904545454,12957,77569,V.V.Puram (C.Pet),BTP217 - Baleyele Junction,Named Junction,primary,12.0,11,osm_overpass_nearest_road,"Kavi Road, Shri Ma Ramamurthy Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Puttanna Chetty Road,primary,"LINESTRING (77.5720337 12.9572395, 77.5716421 12.9572264, 77.5706667 12.9571937, 77.5697442 12.9571627, 77.5696924 12.9571615, 77.5696201 12.9571568, 77.5685432 12.9571179, 77.5681549 12.9571039, 77.5675514 12.9570889, 77.5675073 12.9570874, 77.5674346 12.9570856, 77.567373 12.9570825)",10.0,0.0032061558191728116,0.11810012836970475
osm_way_1201851697,12.913970605389043,77.60967782949115,12.913946909090912,77.60938413636364,12913,77609,Mico Layout,"BTP163 - 16th Main Road, BTM Layout",Named Junction,secondary,9.0,11,osm_overpass_nearest_road,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",7th Cross Road,tertiary,"LINESTRING (77.6093199 12.9139474, 77.6094674 12.9139499, 77.6095917 12.9139639, 77.6099382 12.9139932, 77.6100358 12.9139929)",8.0,0.0025649246553382495,0.049582798459563544
osm_way_760562353,12.986239063829403,77.56797749895088,12.986652863636364,77.56796827272727,12987,77567,Sheshadripuram,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"5th Main Road, Sunrise Circle, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",5th Main Road,tertiary,"LINESTRING (77.5680256 12.9852986, 77.5680107 12.9855858, 77.5680064 12.9856692, 77.567997 12.9859895, 77.5679767 12.9862437, 77.5679346 12.9870581, 77.5679118 12.9871776)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1198206167,12.93459659889155,77.6894496053475,12.934613236363639,77.68945104545456,12934,77689,HAL Old Airport,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",,service,"LINESTRING (77.6890925 12.9346129, 77.6892722 12.9346416, 77.6894438 12.9346678, 77.6895431 12.9346547, 77.6897231 12.9344137, 77.689734 12.9343997)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1196120521,12.90671052831958,77.63312955511734,12.90669068181818,77.6331007909091,12906,77633,HSR Layout,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"Hosapalya Main Road, Salarpuria Serenity, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)",Mangammapalaya Road,secondary,"LINESTRING (77.6332731 12.9067428, 77.633057 12.9066909, 77.6329845 12.9066914)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1196120511,12.92027045,77.6450184,12.920178936363635,77.64505570909091,12919,77645,HSR Layout,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"19th Main Road, Park Square Apartment, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",19th Main Road,secondary,"LINESTRING (77.6450387 12.9209373, 77.6449981 12.9196036)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1193542609,12.97655965,77.58848315,12.97661158181818,77.58856510909091,12976,77588,Cubbon Park,BTP037 - KR Circle,Named Junction,primary,12.0,11,osm_overpass_nearest_road,"Dr Ambedkar Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Doctor B R Ambedkar Veedhi,primary,"LINESTRING (77.5883107 12.9764689, 77.5886556 12.9766504)",9.0,0.0028855402372555306,0.07317073170731707
osm_way_797278767,12.944554281148323,77.52690933572532,12.944526245454545,77.52703104545455,12944,77527,Byatarayanapura,BTP098 - Nayandahalli Junction,Named Junction,residential,6.0,11,osm_overpass_nearest_road,"Dr Rajkumar Punya Bhoomi Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",,residential,"LINESTRING (77.5273161 12.9443995, 77.5271848 12.944518, 77.5268471 12.9445793, 77.5264664 12.9446274)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1189440585,12.883807251995313,77.54108396694285,12.879779427272725,77.54496602727272,12879,77544,Thalagattapura,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"80 Feet Road, 4th H Block, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",80 Feet Road,secondary,"LINESTRING (77.545685 12.8795279, 77.5455577 12.8795786, 77.5454768 12.8796108, 77.5445804 12.8799149, 77.5445156 12.8799426, 77.5444953 12.8799513, 77.5444132 12.8799938, 77.5443346 12.8800421, 77.5442599 12.880096, 77.5441904 12.8801544, 77.5441256 12.8802176, 77.5440658 12.8802852, 77.5440559 12.8802992, 77.5438104 12.8806454, 77.5437135 12.8807821, 77.5436966 12.8808059, 77.5431875 12.881529, 77.5430965 12.8816583, 77.5430096 12.8817677, 77.5421121 12.882899, 77.5413722 12.8837458, 77.5412576 12.883877, 77.5412194 12.8839239, 77.5411344 12.8840282, 77.5409878 12.8842411, 77.5408414 12.8844536, 77.5404165 12.8850705, 77.5404089 12.8850816, 77.5402895 12.8852372, 77.5402475 12.8852703, 77.5400066 12.8854601, 77.5393541 12.8859141, 77.5392195 12.8860016, 77.5391375 12.8860549, 77.5390939 12.886075, 77.539049 12.8860921, 77.5389824 12.8861114, 77.5389142 12.8861242, 77.538528 12.886181, 77.5384774 12.8861937, 77.5384283 12.8862109, 77.5383811 12.8862327, 77.5383328 12.886261, 77.5382877 12.886294, 77.5382464 12.8863314, 77.5379835 12.8865765, 77.5376797 12.8869146, 77.5373447 12.8872874, 77.5371072 12.8875513, 77.5369749 12.8876982, 77.5366833 12.8880133, 77.5365151 12.8882011)",9.0,0.0028855402372555306,0.07317073170731707
osm_way_1100747259,12.993531385993691,77.70404207821765,12.993436409090908,77.70435102727274,12993,77704,Mahadevapura,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"Whitefield Road, Brigade Summit, Brigade Metropolis, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",,unclassified,"LINESTRING (77.7034594 12.9936987, 77.7038967 12.9935854, 77.7042603 12.9934982, 77.7044037 12.993444, 77.7044845 12.9933391, 77.7045557 12.9932537)",6.0,0.0019236934915036871,0.02358793324775353
osm_way_1095072541,13.015592757234314,77.54968341646966,13.015989781818183,77.54989604545455,13016,77549,Rajajinagar,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"1st Main Road, Lumos, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,residential,"LINESTRING (77.5497767 13.0150191, 77.5497255 13.0150435, 77.5496742 13.0150678, 77.5493729 13.0152107, 77.5493293 13.0153107, 77.5494642 13.0156738, 77.5496035 13.0160156, 77.5497037 13.0161323, 77.5497841 13.0161724, 77.5498539 13.0161515, 77.5500248 13.0158945, 77.5500275 13.0158505, 77.5500257 13.0158254, 77.5500166 13.0157995, 77.5498181 13.0153919, 77.5496742 13.0150678)",9.0,0.0028855402372555306,0.07317073170731707
osm_way_1187979013,13.005137688937019,77.68558273487967,13.005222918181818,77.68562027272726,13005,77685,K.R. Pura,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,service,"LINESTRING (77.6855925 13.0053484, 77.6857038 13.0051488, 77.6857044 13.0050858, 77.6856749 13.0050402, 77.6855782 13.0050131, 77.6855186 13.00504, 77.685473 13.0050867, 77.6853897 13.0052284)",5.0,0.0016030779095864058,0.015725288831835688
osm_way_1165554610,12.936108174032803,77.6019311759846,12.936520090909092,77.60195573636364,12936,77601,Mico Layout,BTP126 - Dairy Circle,Named Junction,residential,6.0,11,osm_overpass_nearest_road,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",,service,"LINESTRING (77.6025546 12.9366361, 77.6022695 12.9366748, 77.6021872 12.9366888, 77.6021121 12.936687, 77.6020352 12.9366556, 77.6019494 12.936579, 77.6019169 12.9364851, 77.6016537 12.9351491)",9.0,0.0028855402372555306,0.07317073170731707
osm_way_1095670252,12.955026410382773,77.71484803364504,12.955477281818183,77.71474262727271,12955,77714,HAL Old Airport,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"Sai Baba Temple Road, Kundanahalli Gate Junction, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",Sai Baba Temple Road,tertiary,"LINESTRING (77.7150983 12.954427, 77.7149315 12.9545267, 77.7148906 12.9545718, 77.7148656 12.9546228, 77.7147636 12.9556991, 77.7147635 12.9557207)",9.0,0.0028855402372555306,0.07317073170731707
osm_way_1184397743,12.960042569924791,77.64574979644094,12.960058018181819,77.64576987272727,12960,77645,Jeevanbheemanagar,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"Old Airport Road, Anjaneya Techno Park, ISRO Colony, Domlur, Bengaluru, Karnataka. Pin-560008 (India)",,service,"LINESTRING (77.6459264 12.9601006, 77.6459023 12.9600557, 77.6458779 12.9600103, 77.6456241 12.9600294, 77.6456055 12.9600877, 77.6455901 12.9601357)",11.0,0.003526771401090093,0.17313863928112966
osm_way_388813862,12.996785569655865,77.56772504997966,12.99672999090909,77.56808960909093,12996,77568,Malleshwaram,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"5th Cross Road, Subhash Nagar, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",5th Cross Road,secondary,"LINESTRING (77.5689657 12.9967644, 77.5689255 12.9967648, 77.5684777 12.9967551, 77.5681119 12.9967651, 77.5679529 12.996762, 77.5677205 12.9967644, 77.5673162 12.9968089, 77.5669386 12.9968304, 77.5668092 12.9968312, 77.5667527 12.9968334, 77.566595 12.9968202, 77.5664903 12.9967872)",9.0,0.0028855402372555306,0.07317073170731707
osm_way_1167948141,12.966792342583748,77.57304171378765,12.966493954545454,77.57374929090909,12966,77573,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",Named Junction,secondary,9.0,11,osm_overpass_nearest_road,"Police Road, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",Police Station Road,tertiary,"LINESTRING (77.5722194 12.9670921, 77.5726307 12.9669653, 77.5726504 12.9669592, 77.5728471 12.96688, 77.5733823 12.9666644, 77.5738143 12.9664649, 77.5738475 12.9664496)",9.0,0.0028855402372555306,0.07317073170731707
osm_way_388813863,12.996915520368846,77.57140714974038,12.996902900000002,77.57144717272728,12996,77571,Malleshwaram,No Junction,No Junction,primary,12.0,11,osm_overpass_nearest_road,"Mahakavi Kuvempu Road, Malleshwaram Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Malleshwaram Underpass,primary,"LINESTRING (77.5712486 12.9969135, 77.5713405 12.9969147, 77.5715657 12.9969175)",7.0,0.0022443090734209684,0.03417843388960205
osm_way_1095879018,12.975337907351149,77.575120135009,12.97530621818182,77.57495163636362,12975,77575,Upparpet,BTP045 - Danvanthri Road Junction,Named Junction,residential,6.0,11,osm_overpass_nearest_road,"Major T Ramachandrappa Road, Subash Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,service,"LINESTRING (77.5751685 12.9754954, 77.5751661 12.9754586, 77.5751671 12.9754058, 77.5751692 12.9752844, 77.5749703 12.975281)",10.0,0.0032061558191728116,0.11810012836970475
osm_way_480777025,12.910520064541018,77.64434915603564,12.911276809090909,77.64438775454545,12911,77644,HSR Layout,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"18th Cross Road, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",18th A Main Road,residential,"LINESTRING (77.6443035 12.9091088, 77.6443358 12.9102521, 77.6443752 12.9113102, 77.6444047 12.9118347, 77.6444101 12.9119307)",7.0,0.0022443090734209684,0.03417843388960205
osm_way_1095883852,12.977979809574885,77.57965228105294,12.977973100000002,77.57955827272727,12977,77579,Upparpet,BTP058 - Subbanna Junction,Named Junction,residential,6.0,11,osm_overpass_nearest_road,"2nd Main Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,service,"LINESTRING (77.5795045 12.9779931, 77.5795605 12.9779827, 77.5795827 12.9779818, 77.5798008 12.9779731)",11.0,0.003526771401090093,0.17313863928112966
osm_way_38969024,13.017397554718379,77.53904186047941,13.01821900909091,77.5391604,13018,77539,Rajajinagar,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"1st Cross Road, Rajiv Gandhi Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",,residential,"LINESTRING (77.538727 13.0159246, 77.5387717 13.0160494, 77.5388741 13.0162738, 77.5390448 13.0170411, 77.5390865 13.0174498, 77.5391149 13.0177496, 77.5391369 13.0180399, 77.5391625 13.0183272, 77.5391745 13.0187432, 77.5391792 13.0189046)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1094671176,12.961070650000002,77.5508796,12.961036681818182,77.5509123,12961,77550,Magadi Road,"BTP093 - Toll Gate, Mysore Road",Named Junction,residential,6.0,11,osm_overpass_nearest_road,"Shantaveri Gopalagowda Road, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",,service,"LINESTRING (77.5509728 12.9610549, 77.5507864 12.9610864)",8.0,0.0025649246553382495,0.049582798459563544
osm_way_1094450040,12.959643809012126,77.57576014764747,12.959537572727271,77.57571987272728,12959,77575,City Market,BTP104 - Medical College Circle,Named Junction,residential,6.0,11,osm_overpass_nearest_road,"Tippu Sultan Palace Road, Bhartiya Medical Sangha Circle, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",,residential,"LINESTRING (77.5757394 12.9594427, 77.5757454 12.9595023, 77.5757635 12.9596805, 77.575782 12.9598448)",10.0,0.0032061558191728116,0.11810012836970475
osm_way_45241936,13.00636489160639,77.57290241644041,13.006405036363638,77.57130258181819,13006,77571,Malleshwaram,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"16th Cross Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",16th Cross Road,tertiary,"LINESTRING (77.5746149 13.0063159, 77.5743766 13.0063227, 77.5741198 13.0063299, 77.573937 13.0063351, 77.573572 13.0063455, 77.5734147 13.00635, 77.573119 13.0063601, 77.5726657 13.0063712, 77.5723054 13.0063814, 77.5721571 13.0063856, 77.5718659 13.0063939, 77.5716485 13.0064001, 77.571266 13.0064136, 77.57119 13.006416)",9.0,0.0028855402372555306,0.07317073170731707
osm_way_469809836,12.9824698,77.5627265,12.982422768781708,77.56274040700015,12982,77562,Magadi Road,BTP010 - Rajajinagar Entrance,Named Junction,secondary,9.0,11,osm_overpass_nearest_road,"Old Mysore Road, Block 4N, Ramachandrapuram, Bengaluru, Karnataka. Pin-560021 (India)",Vatal Nagaraj Road,secondary,"LINESTRING (77.5628294 12.9824565, 77.5626236 12.9824831)",7.0,0.0022443090734209684,0.03417843388960205
osm_way_1238755126,12.981123878302151,77.69493526719641,12.98044349090909,77.6946692,12980,77694,Mahadevapura,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"Outer Ring Road, Doddanakundi Junction, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",,service,"LINESTRING (77.6944557 12.9803082, 77.6946062 12.9804017, 77.694635 12.9804196, 77.6946891 12.9804532, 77.6948419 12.9805481, 77.6949591 12.9810661, 77.6951926 12.9820978)",10.0,0.0032061558191728116,0.11810012836970475
osm_way_1165651453,13.058530190370002,77.57679444755595,13.059552009090908,77.57671764545454,13059,77576,Kodigehalli,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"Ganga Bhavani Temple Road, Kodigehalli Circle, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",Kodigehalli Main Road,tertiary,"LINESTRING (77.5768155 13.0573347, 77.5768161 13.0573525, 77.5768167 13.0573687, 77.5768142 13.0573867, 77.5768083 13.0574081, 77.5767834 13.0574717, 77.5767753 13.0575002, 77.576768 13.0575331, 77.5767554 13.0576033, 77.5767482 13.0576836, 77.576748 13.0577668, 77.5767536 13.057837, 77.5767616 13.0579012, 77.5767754 13.057961, 77.5768299 13.0581765, 77.5768601 13.0584028, 77.5768727 13.0585109, 77.5768808 13.0586595, 77.5768846 13.0587291, 77.5768814 13.0587913, 77.5768581 13.0589097, 77.5768505 13.0589464, 77.5767882 13.0591508, 77.5767643 13.0592138, 77.5767424 13.0592828, 77.5767145 13.0594144, 77.5766862 13.0595616, 77.5766769 13.0596472, 77.5766823 13.0596909, 77.5766939 13.0597216)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1148396689,12.998232149999998,77.55307525,12.998240763636364,77.55306765454546,12998,77553,Malleshwaram,BTP008 - Navarang Theatre,Named Junction,secondary,9.0,11,osm_overpass_nearest_road,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Dr. Rajkumar Road,secondary,"LINESTRING (77.5530595 12.9982855, 77.553091 12.9981788)",10.0,0.0032061558191728116,0.11810012836970475
osm_way_410143975,13.062158796658235,77.58978616985492,13.062496172727272,77.58986807272728,13060,77589,Kodigehalli,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"10th Cross Road, Block E, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",10th Cross F/G Block Rd,residential,"LINESTRING (77.5900542 13.0637459, 77.5900421 13.0636739, 77.5898278 13.0624052, 77.5895882 13.0609869, 77.5895181 13.0605717)",10.0,0.0032061558191728116,0.11810012836970475
osm_way_1094036272,12.962581211649828,77.61478678362668,12.96209316363636,77.61479876363636,12962,77614,Ashok Nagar,BTP142 - Lower Agram Road Junction,Named Junction,secondary,9.0,11,osm_overpass_nearest_road,"Palmgrove Road, Anglo Indian Block, Elagondanpalya, Xavier Layout, Bengaluru, Karnataka. Pin-560047 (India)",Palm Grove Road,tertiary,"LINESTRING (77.6146897 12.9636219, 77.6147483 12.9634174, 77.6147616 12.963304, 77.6147663 12.9632616, 77.6147834 12.9630964, 77.6147892 12.9629962, 77.6147932 12.9629407, 77.6148068 12.9624064, 77.6148098 12.9620589, 77.6148168 12.9618685, 77.614764 12.9615353)",11.0,0.003526771401090093,0.17313863928112966
osm_way_891226805,13.057181168021303,77.4601386991245,13.060721627272727,77.46125252727272,13060,77461,No Police Station,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"Lakshmipura Main Road, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",Lakshmipura Main Road,secondary,"LINESTRING (77.4594501 13.0534237, 77.4593918 13.0535816, 77.4593732 13.0537695, 77.4593685 13.0538169, 77.4593716 13.0540113, 77.459402 13.0542894, 77.4594339 13.0546017, 77.4594465 13.0547217, 77.4594745 13.0549228, 77.4595362 13.0552909, 77.4595498 13.0553373, 77.4596023 13.0554975, 77.4598502 13.0561205, 77.4600312 13.0565135, 77.4601237 13.056742, 77.4601711 13.0569545, 77.4602009 13.057105, 77.4602044 13.0572262, 77.4602483 13.0576418, 77.4602561 13.0578267, 77.4602645 13.0579168, 77.4602793 13.058028, 77.4602987 13.0581827, 77.4603486 13.0586144, 77.4603714 13.0587773, 77.4604294 13.0589402, 77.4605116 13.0591312, 77.4605346 13.0591721, 77.4606944 13.0594982, 77.4608575 13.059849, 77.460902 13.0599392, 77.4609616 13.06006, 77.4612653 13.0606727, 77.4613393 13.0608329)",5.0,0.0016030779095864058,0.015725288831835688
osm_way_122278966,12.929050250530551,77.68443225094303,12.929301627272725,77.6844425,12929,77684,HAL Old Airport,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"Outer Ring Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",,service,"LINESTRING (77.6844189 12.928593, 77.6844376 12.9290192, 77.6844342 12.9294185, 77.6844359 12.9295077)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1222731699,12.974219515607722,77.5663561342331,12.974383590909088,77.56626551818182,12974,77566,Magadi Road,BTP074 - Leprosy Hospital Junction,Named Junction,residential,6.0,11,osm_overpass_nearest_road,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",,service,"LINESTRING (77.5662629 12.9744088, 77.5663492 12.9741396, 77.5665242 12.9741235)",6.0,0.0019236934915036871,0.02358793324775353
osm_way_70971655,12.96804730786351,77.64835682588375,12.968799977576634,77.64807587025601,12968,77648,Jeevanbheemanagar,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"Jeevan Bhima Nagar Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1st Cross Road,residential,"LINESTRING (77.6480677 12.9688551, 77.648073 12.9687648, 77.6481232 12.9686412, 77.6482878 12.9682454, 77.6486597 12.9672404)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1221722276,12.973163816997326,77.61681932023036,12.973189563636366,77.61682848181819,12973,77616,Halasur,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"Mahatma Gandhi Road, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,service,"LINESTRING (77.6168298 12.9732127, 77.6168201 12.9731679, 77.6168193 12.9731639, 77.6168166 12.9731512, 77.616809 12.9731149)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1220972824,12.962446668639029,77.71677014049784,12.962442690909093,77.71675347272728,12962,77716,HAL Old Airport,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"ITPL Main Road, MS Ramaiah Silicon Field Apartment, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",,service,"LINESTRING (77.7168237 12.962433, 77.7167707 12.9624484, 77.7167158 12.9624568)",10.0,0.0032061558191728116,0.11810012836970475
osm_way_1220046650,13.004574423434411,77.56997730043587,13.005365081818182,77.56995123636362,13005,77569,Malleshwaram,No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"West Park Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",West Park Road,residential,"LINESTRING (77.5699962 13.0036714, 77.5699769 13.0045268, 77.5699634 13.0054136, 77.5699421 13.005474)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1150376718,12.947093592818517,77.59640626035521,12.946666299999999,77.59612179090908,12946,77595,Wilson Garden,"BTP123 - 10th Cross, Wilson Garden",Named Junction,secondary,9.0,11,osm_overpass_nearest_road,"Sri Mathi Swamappa Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",10th Cross Road,secondary,"LINESTRING (77.595589 12.9460044, 77.5958166 12.9463025, 77.5962151 12.9468348, 77.5966913 12.9474786, 77.5967918 12.9476146, 77.5972235 12.9481828)",8.0,0.0025649246553382495,0.049582798459563544
osm_way_758893773,13.042113550627201,77.74507431359423,13.045080118181817,77.74928812727273,13045,77749,K.R. Pura,No Junction,No Junction,primary,12.0,11,osm_overpass_nearest_road,"MBT Road, Salarpuria Sattva East Crest, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",Old Madras Road,primary,"LINESTRING (77.7498396 13.0455585, 77.7486996 13.0447182, 77.7483442 13.0444562, 77.7481511 13.0443191, 77.7480455 13.0442442, 77.7474622 13.0438304, 77.7474515 13.0438228, 77.746133 13.0428873, 77.7444565 13.0416648, 77.7443991 13.0416228, 77.7440415 13.0413612, 77.7437619 13.0411602, 77.7432558 13.0407899, 77.7426372 13.0403372, 77.7425082 13.0402569, 77.7422678 13.0400862, 77.7411957 13.039335, 77.7406812 13.0389594, 77.7404604 13.038816, 77.7403882 13.0387647, 77.7402885 13.038698)",10.0,0.0032061558191728116,0.11810012836970475
osm_way_1150877184,12.9357944,77.6150612,12.935807681818181,77.61508553636364,12935,77615,Adugodi,BTP135 - UCO Bank Junction,Named Junction,secondary,9.0,11,osm_overpass_nearest_road,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",80 Feet Road,secondary,"LINESTRING (77.6149547 12.935738, 77.6151677 12.9358508)",11.0,0.003526771401090093,0.17313863928112966
osm_way_1154414876,12.99228376481203,77.71697915852673,12.992261509090907,77.71738340000002,12992,77717,Mahadevapura,No Junction,No Junction,primary,12.0,11,osm_overpass_nearest_road,"Whitefield Road, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",Whitefield Road,primary,"LINESTRING (77.7162491 12.9923043, 77.7162959 12.9923158, 77.7164477 12.992309, 77.7165238 12.9923047, 77.7165763 12.9923017, 77.716995 12.992278, 77.7170873 12.9922775, 77.7177108 12.9922567)",1.0,0.0003206155819172812,0.0016046213093709885
osm_way_1214308586,12.975967299450277,77.5312911995733,12.976020181818182,77.53134431818181,12975,77531,Vijayanagara,BTP214 - 5th Main Chamrajpet Junction,Named Junction,secondary,9.0,11,osm_overpass_nearest_road,"VKRV Rao Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)",Nagarabhavi Road,secondary,"LINESTRING (77.531369 12.9761777, 77.5312373 12.9758222, 77.5312148 12.9757564)",11.0,0.003526771401090093,0.17313863928112966
osm_way_47888838,12.880657231202782,77.5520924602708,12.882612163636365,77.54948730000001,12880,77552,Thalagattapura,No Junction,No Junction,secondary,9.0,11,osm_overpass_nearest_road,"Anjanapura Main Road, Nadaprabhu Kempegowda Circle, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)",Swamy Vivekanandha Road,secondary,"LINESTRING (77.5557127 12.8779744, 77.5556262 12.8780376, 77.5554986 12.8781308, 77.5551272 12.8784024, 77.5545951 12.878793, 77.5543186 12.8789969, 77.5534954 12.879604, 77.5526624 12.8802183, 77.5523894 12.8804141, 77.5522551 12.8805105, 77.5511859 12.8813137, 77.5504585 12.881876, 77.5504192 12.8819065, 77.5502253 12.8820441, 77.5501652 12.882082, 77.5497433 12.8824177, 77.5492961 12.8827727, 77.5492592 12.882802, 77.5492235 12.8828303, 77.5485572 12.883344, 77.5485056 12.8833838)",9.0,0.0028855402372555306,0.07317073170731707
osm_way_1094070121,12.994798849999999,77.60983089999999,12.994754281818182,77.6098161090909,12994,77609,Pulikeshinagar(F.Town),No Junction,No Junction,residential,6.0,11,osm_overpass_nearest_road,"Promenade Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",,service,"LINESTRING (77.6097614 12.994696, 77.6099004 12.9949017)",11.0,0.003526771401090093,0.17313863928112966
